Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 760,Theoretical capacity of company considers ideal goal of,normal utilization,standard utilization,capacity utilization,actual utilization,C,No explanation
Question 761,Lump sum cost that remains unchanged in total despite of changes in total volume is classified as,unchanged price,unchanged cost,fixed overhead cost,variable overhead cost,C,No explanation
Question 762,Type of accounting which reports to external parties of organization is known as,cost accounting,decision accounting,financial accounting,management accounting,C,No explanation
Question 763,Work measurement method of cost estimation is also called,price engineering method,industrial engineering method,measuring engineering method,unit engineering method,B,No explanation
Question 764,Final sales is subtracted from net realizable value is used to calculate,separable costs,inseparable costs,joint costs,floating costs,A,No explanation
Question 765,If cost of direct materials use in goods sold is $5000 and total revenues are $9000 then throughput contribution would be,$5000 ,$14000 ,$4000 ,$9000 ,C,No explanation
Question 766,Function which is used to measure decline in per unit cost of different business functions is classified as,mixed curve,experience curve,discrete curve,fixed curve,B,No explanation
Question 767,If budgeted contribution margin for budgeted and actual sales mix are $35000 and $27000 then sales mix variance will be,$8000 ,$80000 ,$62000 ,$35000 ,A,No explanation
Question 768,In variable costing variable manufacturing and fixed manufacturing cost focus on,distinction,similarities,increase in units,decrease in units,B,No explanation
Question 769,Second step in processing costing system is to,summarize total costs,compute cost for each equivalent unit,summarize flow of output,compute output in units,D,No explanation
Question 770,Contribution margin per unit is divided by contribution margin percentage to calculate,percentage price,margin price,contribute price,selling price,D,No explanation
Question 771,Return on investment is also known as,accrual accounting rate of return,accounting rate of return,nominal rate of return,both a and b,D,No explanation
Question 772,Worse fit between estimated cost and actual observations is shown on regression line with,larger residual terms,zero residual terms,variable residual terms,smaller residual terms,A,No explanation
Question 773,Standardized technique that is performed repetitively on different kind of materials to convert them into different finished products is known as,conversion process,operation,hybridization,both a and b,B,No explanation
Question 774,Spread of over allocated overhead and under allocated overhead among work in process finished goods and goods sold cost is classified as,proration approach,appreciation approach,depreciation approach,adjusted approach,A,No explanation
Question 775,Normal costing and standard costing methods are used in decisions such as,investment decisions,pricing decisions,product mix decisions,Both B and C,D,No explanation
Question 776,If flexible budget amount is $21500 and fixed overhead flexible budget variance is $10000 then actual incurred cost will be,$61500 ,$31500 ,$41500 ,$51500 ,B,No explanation
Question 777,Minimum freedom for managers and maximum constraints are main features of,total autonomy,total centralization,total decentralization,total congruency,B,No explanation
